1/1	"Feelings are often immune to facts" I loved this statement, it's very true, Anti-Vaxxers would not accept, understand or comprehend Scientific and Statistic proofs, they just keep throwing misinformation and very weak arguments that do not make sense at all.
1/0/0	"For the first time in history the ineffectiveness of a medicine is being blamed on those who refuse to take it."
1/0/0	"For the first time in history the ineffectiveness of a medicine is being blamed on those who refuse to take it." ~ Dr. Robert Malone
0/0	"For the first time in history, the ineffectiveness of a drug is being blamed on, the ones who didn't get it" -commonnsensehasvanished
0/0	"For the first time in history, the ineffectiveness of a medicine is being blamed on those who haven't taken it."- Robert Malone MD
1/-1	"Giving facts to the ignorant is like giving medicine to the dead".
1/1	"Go educate yourself" is a catchphrase uttered by anti-vaxxers, MLMers, and anyone else who spent a whole hour at the Internet College of Misinformation.
0/0	"HERD" immunity???? That's an insult to the human race as it makes us sound like a HERD of CATTLE! That term is SO Offensive to me! It should be cancelled along with the religion of science.
1/1	"Half million people have died" what else prove you guys need to get vaccinated?? "
1/-1	"He says he believed friends who said if he got vaccinated, the government was going to put something in his body to track him."....."And he thanks God he is alive." It really is amazing how powerful "belief" can be. He 'believes' friends over medical professionals, then thanks God over the medical professionals.
0/-1	"Health officials have said this is safe." ?? That's a generalized statement. Not ALL health officials have said this is safe for all individuals. Logically, people are wise to question, weigh pros & cons accordingly, and make their best choice with fewest risks involved. That's only possible when the pros and cons are visible.
0/0	"Highly Effective." Ummmm..... Highly effective at what? Sterilization? It seems we have to make some assumptions to understand this sentence.
0/0	"I AM NEVER GETTING VACCINATED!!!!!! EVER!
1/0	"I believe facebook memes over scientists and healthcare professionals".... - Modern day Republicans
0/0	"I believe that the risks of vaccines outweigh any potential benefits.
1/1	"I can go to a gym "Girl you never been to a gym ,don't blame the vaccine. 🤣🤣🤣🤣🤣🤣🤣🤣🤣
1/1	"I don't have hesitancy about vaccines, I don't think all vaccines are necessary" do these people even listen to themselves?
1/1	"I don't know what's in it" but also "please give me an entire Cocktails of meds in this pretty IV here so I don't die"
1/-1	"I don't like the idea of getting a COVID vaccine because it means I'll have to admit that the pandemic is real and it's affecting us all."
1/1	"I don't need the vaccine," they said while enjoying life without polio, tetanus, hepatitis A, hepatitis B, rubella, measles, whooping cough, the mumps, smallpox, diphtheria, rabies, rotavirus, pneumococcal disease, HPV, meningococcal disease, shingles and a bunch of 1800s stuff
1/1	"I feel extreme confidence in the safety and the efficacy of this vaccine and I want to encourage everyone who has the opportunity to get vaccinated to do so." Very well said, sir!! Thank you so much for all your hard work during this pandemic. You are a true hero!
0/0	"I feel so liberated"…while we all still wear masks and need monthly vaccine boosteds
1/1	"I have 3 doses but I still got the COVID-19, the vaccine is useless". The main objective of the vaccine is to avoid severe forms of the disease, not to eliminate the risk of infection, even though it also reduces the risk of catching the virus by 30 to 50%.
1/1	"I let my child play in traffic and he hasn't died yet" -idiotic anti vaxxers
1/0	"I need a vaccine to protect me, but if you don't get one too, mine won't work"
1/0	"I take vitamins and I'm pretty healthy" Famous last words.
1/1	"I trust my immune system" == "I have no fucking idea what an immune system is nor why COVID is such a threat."
0/-1	"I understand your points, but I still have some concerns. I'll have to do more research before I decide if I want to get vaccinated.
1/1	"I'd rather be dead....than have a vaccine". The most ridiculous statement which shows the mentality of anti-vaxxers.
1/1/1/1	"I'm NoT GeTTiN iT cAuSe I'm heALthy " Yall. Kids and people with certain illness can't get this. We need to protect them.
1/1	"I'm not an anti-vaxxer but..." says every single anti-vaxxer.
1/1/0	"I'm not an antivaxxer BUT..." is the new "im not racist BUT..."
0/-1	"I'm not trying to persuade you but - I AM"
0/-1	"I'm not trying to persuade you." is what someone who is trying to persuade you would say.
1/1	"I've had my vaccination to protect myself and my family, but also to protect the patients that I'm looking after and my fellow colleagues"
0/0	"I've heard that the vaccine wasn't tested on enough people before it was released. How do we know it's safe?
0/0	"If I had to get 3 vaccines for measles in 9 months (and I still end up getting measles) I'd have some questions"
0/0	"If someone dies WITH covid-19, we are counting that as a Covid-19 death." - Direct quote from Dr. Birx at the Coronavirus Task Force press conference. You could literally make a stuffy nose the leading cause of death using this rule.
0/0	"If the vaccines are safe" is questionable after the Florida doctor died from it.
0/0	"If you have to be persuaded, reminded pressured, lied to, incentivized, coerced, bullied, socially shamed, guilt-tripped, threatened, punished and criminalized ... If all of this is considered necessary to gain your compliance -- you can be absolutely certain that what is being promoted is not in your best interest." - Ian Watson
0/0	"If you have to be persuaded, reminded, bullied, pressured, bribed, incentivized, lied to, guilt tripped, coerced, socially shamed, cencored, threatened, paid, punished and criminalized, to gain your compliance... You can be absolutely certain what is being promoted is NOT in yours or our best interest!
1/1	"If you love your NHS, if you want to protect your NHS, this is the best way to do it." A message from GP Dr Amir Khan to everyone about the importance of getting the #COVID19 vaccine
0/0	"Immunised" what kind of lie is that!? There is no such thing. This is a genetic engineered cell insertion to replace your natural immune system. It is permanent and irreversible and experimental. You will still wear a mask and now spew out more virile virus mutations.
0/0/0	"Isn't one in a million an acceptable number?" Not until it is you or a loved one you care about!
1/-1	"It's a living Hell" Research shows that new symptoms continue for at least 1 year. Families sadly in our support services know it continues beyond 12 mths. Some symptoms can be managed. Please seek medical advice.
0/0	"It's exceedingly rare." Statistically speaking, so is dying from Covid. So his entire point is asinine.
1/1	"It's illegal to take steps to protect your business and your workers in florida" Next up, banning seat belts? Or any other safety measures? "No more hard hats, they don't really protect your head at all"
1/1	"It's just the flu". When's the last time you saw anyone spraying disinfectant like this and closing borders during flu season? Please take that into consideration as you decide how serious this is.
0/0	"It's literally like a ransom for our freedom." ðŸ‘
1/1	"It's ok to have questions about the vaccine... so long as you eventually shut up and take it!
0/0	"It's perfectly safe!"..........Famous last words of EVERYONE on the Titanic also!
1/1	"It's true that we don't have data on long-term effects yet, but the vaccines have been shown to be highly effective in preventing severe illness and death from COVID-19 in the short term. Plus, the vaccines will continue to be monitored for safety even after they are authorized for use. It's an ongoing process.
0/0	"Keep using that mask"... yeah. Because that worked so well.
1/0	"Laura is concerned about the virus because of what she has seen online". I'm afraid that's because Laura is poorly educated and can't think critically, not because those concerns have merit.
1	"Liberty"..? This was really strange to see, coming from a developing country I always thought that getting vaccinated was more like a privilege.
1/-1	"Look at me! I'm defying the government! I'm a free-thinker and everyone else is stupid except me! I'm a non-conformist, everyone should be more like me and not those loony leftists!" No real argument, just mudslinging. Sounds about right.
0/0	"Manufacture, genome split, matter of days.." uh, HELL no
0/1	"Maybe it causes infertility, maybe not. Now trust the science and take your shot, bigot!"
1/1	"My Body, My Choice." Baloney. Right now, Roanoke, Va., has a restaurant whose one employee who has infected more than 40 people with hepatitis. Two have died. He would have gone on killing - inadvertently, perhaps, but nonetheless - had public health officials not used tracking policies to detect him. (The restaurant has declared bankruptcy and closed). Nobody has the right to infect others with disease. That's why we track STDs, tuberculosis and similar communicable diseases. Doesn't anybody remember Typhoid Mary, the mother of communicable disease policy? Morally, we shouldn't have to tell people they don't have the right to kill their neighbors by refusing to take reasonable precautions such as distancing, vaccinations and masks. Sadly, people like this don't have morals.
1/1	"My body is a temple. I'll only consume if I know what's inside it-" I've seen your ex's. And you didn't know what was inside of them
0/0	"My body, my choice!" Right, liberals? ... Oh, it doesn't apply here?
1/0/0	"My body, my choice" seems to only apply when you want to kill children and not protect them.
1/0	"My mom died, my grandparents died, my uncle died... oh yeah and also I dont wear a mask covids not that serious"
1/1/1/1	"My own research" simply means "I went on Facebook, read some BS and now I'm an idiot".
0/0	"NEVER be first in line, for next best thing"... 107yr old- D. ROSS
1/1	"Natural immunity" is a propaganda term to make doing nothing sounds like a good choice(it's not). Immune systems fail and you die, that's natural immunity. People with main character syndrome are the only ones who think they will be naturally immune from a new disease.
0/0	"Natural immunity" lasts a life-time with a 99.7 % survival rate if you get the natural infection, where as a Vaccine never provides lasting immunity, EVER, and carries numerous life-threatening risks with every jab. And lastly, you're 100% liable if you or child dies from their Vaccine products, because they've been granted 100% product liability immunity!
1/1	"No amount of evidence will ever persuade an idiot”
1/1	"No evidence that vaccines are safe or effective" Polio would like to have a word with this guy
0/-1	"No one went to the hospital or died." That's reassuring.
1/1	"Norway patient died after being injected with covid 19 vaccine" But another 100 million people didn't!!
0/-1	"Oopsies! Sorry. We'll pay for the funeral."
1/0	"Organizers had estimated that 20,000 people would attend the rally, marching from the Washington Monument to the Lincoln Memorial, according to a permit issued by the National Park Service. A smaller crowd of several thousand had arrived on the Mall by early Sunday afternoon." I guess the other 17000 were dead or hospitalized.
0/0	"Pandemic" carries no specificity of severity of illness. Alot of covid deaths are not from covid so it's getting very fishy. I'll take the germ over the vaccine. I like my odds. I probably had it already in February.
1/-1	"Parents know better", of course they do, a doctor doesn't study for 11 years to be a pediatrician, is only 11 minutes
1/1	"Parents know their children" Okay. And doctors go to school for like a million years and know the medical info. They don't need to know your kid's favorite color.
0/0/0/0	"People don't have trust in Government." "Let's show how trusting we can be by censoring and cancelling people whom we disapprove."
0/0	"People will need a 3rd dose ..of the vaccine and might need to get vaccinated every year".... I don't know how people cannot see the cosmic , colossal BS , brainwashing, manipulation, lies , nonsense of this " vaccine " !!!!!!
0/0	"Pfizer has been a "habitual offender", persistently engaging in illegal and corrupt marketing practices, bribing physicians and suppressing adverse trial results. Since 2002 the company and its subsidiaries have been assessed $3 billion in criminal convictions, civil penalties and jury awards." -NCBI
1	"Please don't ask for Vaccine advice on Twitter. Ask your Dr..."
1/0	"Please give me the ingredients in the vaccines," I asked. They said "WE throw the inserts away." They wouldn't give it to me...🤔 I am not anti vaccine, I am pro SAFE VACCINE. My mother was anti vaccine and I have had ALL my childhood diseases.
0/0	"Pureblood" today means uninjected with the so-called "Covid vaccine". It does not refer to any racial or religious background. Our nation's survival depends on the remnant of this type of "purebloods", from all races and religions.
0/1	"Remember that polio shot we gave your kid, and then your kid not getting polio? Well, those two things are related!"
1/1	"Remember, vaccines work, vaccines are safe, and it's the way out of this misery, which we're all experiencing," Dr. Constantinescu says.
0/0	"SEE I TOLD YOU HOW DANGEROUS AND DEADLY THESE VACCINES WERE!!!!!"
0/0/0/0/0	"Safe and effective" is a marketing slogan.
0/0	"Safe and effective". Cerebral hemorrhage. Brain stem entrapment. Brain stem herniation from hemorrhage. Myocardial infraction in young people. Irregular troponin levels. Sudden "no longer with us". Pulmonary embolism. Organ failure. Cardiac arrest. Extreme flu, then "no longer with us". Increased heart palpitations. Respiratory arrest. Brain oedema. Brain aneurysm. Low blood pressure. Fever.
1/1	"Say there's a measles outbreak here." Covid 19: "Allow me to introduce myself."
0	"Side effects are minimal" do you have source for that? Or is that your assumption based on previous vaccines? I'm not saying vaccines are bad. I'm grateful for all the diseases that went away because of them but with viruses it's different.
1/1	"Side effects include not dying or getting your love ones killed" Sign me up.
0/0/0	"Side effects of the drug are worse than what the drug is supposed to treat" Katt Williams.
0/-1	"So how many times are we going to have to repurchase your product?" Great line of questioning
1/0	"So, how do these memory cells work? Do they fight back?" "No, they do something worse. They remember..."
1/-1	"Tell me you didn't watch the video without telling me you didn't watch the video." Imagine parroting anti-vaxx rhetoric that is debunked in the video you are commenting on.
0/0	"The American Heart Association has published a new study which has found that 98% of all cases of Myocarditis among children are due to the mRNA Covid-19 injections."
0/0	"The UK started vaccinating the elderly on Dec 8th. By January 8th, four weeks later, nursing home deaths had risen by 46%."
1/1	"The benefits far outweigh the risks".
0/0/0/0	"The benefits outweigh the risks." is MARKETING, not science. Just like "If the glove doesn't fit, you must acquit."
1/1	"The best VACCINE right now for you is the one you're offered."
1/1	"The best vaccine right now is the one you’re offered"
1/1	"The biggest side effect of vaccines, is fewer dead children" Damn, dropping the hammer. Thank you for this. It's time we stopped treating this like a debate.
0/0	"The company that sells the products and has legal immunity from damages tells me it's safe :)" Oh OK....
0/0/0	"The full research hasn't been published yet" then he continues to say how safe it is.
0/0	"The obedient always think of themselves as virtuous rather than cowardly." - Robert Anton Wilson
1/-1	"The only thing worse than a fool....... is a fool who thinks themselves clever"
0/0	"The principle of decision making on my body are more important than any title." immortal words
0/0	"The vaccine is slightly safer than getting the illness" is a poor argument. Come back when the vaccine is as safe as all the other vaccines I have received in my life (aka: the illness they prevent are much, much worse than their respective vaccines).
1/1	"The vaccine is slightly safer than getting the illness" is a poor argument. No one is making that argument. The vaccine is exponentially safer than getting the illness. From a mortality perspective, even if we count cases where the vaccine could be listed as a secondary cause, the mortality rate is ~7 per million. For comparison, the COVID mortality rate in the US alone as of September is 2099 per million. That’s about 300 times more lethal than the vaccine. Come back when the vaccine is as safe as all the other vaccines I have received in my life (aka: the illness they prevent are much, much worse than their respective vaccines). See above. Come back when you have an objection that’s rational.
1/1	"The vaccine is still experimental in phase 4" Yes, it is in phase 4, which is normal, and that does not make it an experimental vaccine: Phases 1 and 2 ensure tolerance and safety Phase 3 ensures efficacy Phase 4 is the post-marketing pharmacovigilance follow-up
0/0	"The vaccine should be tested on politicians first. If they survive, THE VACCINE IS SAFE.
0/0/0/0/0/0/0	"The vaccine should be tested on politicians first. If they survive, THE VACCINE IS SAFE. If they don't, then THE COUNTRY IS SAFE" by Polish Author.
1/0	"There are two things that are infinite. Human stupidity and the universe and I'm not sure of the universe."-Albert Einstein.
0/0	"There is absolutly no need for vaccines to extinguish the pandemic. I've never heard such nonsense talked about vaccines. You do not vaccine people who aren't at risk from disease. You also don't set about planning to vaccinate millions of fit and healthy people with a vaccine that hasn't been extensively tested on human subjects" -Dr. Mike Yeadon former VIP of Pfizer
1	"There is no evidence there's a pandemic" me: HOW ABOUT MORE THAN TWO MILLION PEOPLE DEAD CAUSE OF ONE VIRUS?!
1/1	"They do not tell us what the vaccines are made out of". The damn vaccines have a label of contents. "They do not tell us what my microwave pizza is made out of" is as valid of an argument.
0/0	"They say I'm that 1 in a million" ~113M have had at least one shot. 460 reports of bells palsy 2342 reports of deaths 56,869 total reports of adverse events ranging in severity I don't think vaccine injuries are only "1 in a million"
0/1	"They're not the toxicity, they're immune system responding." Gimme a fucking break
1/1	"This is something that the evidence has shown in rigorous scientific analysis to be safe and effective so I’m rolling up my sleeve, and I’m saying, bring it on.” Absolutely, sir! Bring it on!!
1/1	"This suggests it is the vaccine, and not just the country's current lockdown, taking effect." Excellent research and reporting. Australian should follow suit
0/0	"This video has been supported by a grant from the Bill & Melinda Gates Foundation." I guess anyone can be bought now days. Kurzgesagt doing their part in the plandemic.
0/0	"Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neither Liberty nor Safety."
0/0	"Today is my husband Howard birthday. He passed away on June 12th 2021 less than 24-hours after taking the covid vaccine"
0/0	"Trust science!" Gets bells palsy!
0/-1	"Trust the government " 🤣
0/-1	"Trust us. We are from the government, and we're here to help."
1/1	"Vaccination has greatly reduced the burden of infectious diseases. Only clean water, also considered to be a basic human right, performs better.1 Paradoxically, a vociferous antivaccine lobby thrives today in spite of the undeniable success of vaccination programmes against formerly fearsome diseases that are now rare in developed countries."
0/0	"Vaccination is one of the best ways to protect yourself from COVID-19." The manufactures explicitly state that it doesn't prevent contraction or transmission. There is many reports from around the world that fully vaccinated people are testing positive. The WHO is lying to you and FB is making money off it.
0/-1	"Vaccine Macht Frei" We should crowd-fund to get a big metal gate made up for the hospital with their new slogan on it.
1/-1	"Vaccine hesitant" community?! Lol. Ok, that's a nice way to put it.
0/0	"Vaccines are UNAVOIDABLY UNSAFE" 2011 SUPREME COURT RULED! NO THANKS
1/1	"Vaccines are not 100 percent effective and has side effects" you know what else isnt 100 percent effective or has side effects? -surgery -over the counter medicine -prescription medicine -medical devices -airbags -seatbelts -bridges -safety devices -chemotherapy -physical therapy yet we still use all of this stuff for various reasons
0/0/0/0/0/0/0/1/0/0	"Vaccines are safe" so is Russian roulette until it isn't.
1/0	"Vaccines cause blood clots" And yet, antivaxers aren't concerned with COVID-19 induced blood clotting. The rate of clotting from COVID-19 is substantially higher than that of vaccination. Explain antivaxers.... https://ahajournals.org/doi/10.1161/STROKEAHA.121.035613
1/1	"Vaccines cause blood clots" And yet, antivaxers aren't concerned with COVID-19 induced blood clotting. The rate of clotting from COVID-19 is substantially higher than that of vaccination. Explain antivaxxers…
1/1	"Vaccines don't stop people from dying from COVID-19 or catching it" Then why do both the incedence of infection and mortality decrease as vaccinated population percentages increase? It's like you know what the answer is and say the opposite
0/1	"Vaccines don't stop people from dying from COVID-19 or catching it" Then why do both the incedence of infection and mortality decrease as vaccinated population percentages increase? It's like you know what the answer is and say the opposite 🤣🤣🤣.
0/0	"Vaccines for population control" - He said that, never forget it people
1/1	"Vaccines work!" Yes, yes, yes!!! Let's shout it from the rooftops!
0/0	"Vax-only" is the worst fucking thing the US government could've possibly done, it's what condemned us to hell If I could go back in time and blow up the stocks of the vaccine from ever being created I would
1	"Vaxxed and relaxed, Side effects be damned! Gimme a booster!"
0/-1	"WHILE THE DATA IS BEING COLLECTED -- THEY SHOULD RECONSIDER IT." DARN.
1/1/0/1	"Wait so the Golden Gate Bridge is only 99.7% stable? I'll swim instead." "Wait so there's small chance of drowning in a pool? Guess I'll stay on land then." "Wait so there's a 1 in a billion chance that this plane might crash? Guess I'll not fly then." "Wait so there's a 0.001% of developing severe side effects from the COVID 19 vaccine? Guess I won't take it." Anti-Vaxx Logic
0/1	"We are not liable for any deaths or damages, but ... you MUST take it. It's safe."
0/-1	"We can reduce the population by 15 percent if we do a really good job with vaccines and reproductive health services"- bill eugenics gates
0/0	"We don't know if the vaccines are safe until we use them ..." FDA scientist approving vaccines for children.
0/0/0/0	"We don't know what the long term side effects are" why do people have such a big problem with this? She's completely right and the fact companies that make it can't be held accountable for the people who have died from it is disturbing.
0/0	"We ll make you invalids". Pf.zer. who wants my dose? For free
1/1	"We nEeD a VaCcInE tO Go BaCk To NoRmAl!" vaccine: exists "I think ill pass..."
1/1	"We want to acknowledge that this is a sensitive topic." This is a topic where there is a clear right and a clear wrong. If you can get the COVID vaccine, you need to get it. That's it. Fuck you Jubilee for platforming anti-vaxxers.
1/1	"Were COVID boosters the plan the whole time!?" Is not the question... which is the exact problem with anti-vaccers. It's literally attempting to suggest a conspiracy theory where there need not be one. They shouldn't need to hold onto conspiracy motte and baileys if their position is the principled one.
0/0	"What makes these vaccines more appealing". I am laughing my head off.
1/1	"What we can learn from the victory over A good refresher on how polio came to an end. Let's not forget "
1/-1	"What's next for you?" "Choking to death from Covid alone, scared and unable to believe my stupidity."
0/1	"Who paid the single largest criminal fine in history?" Google for the answer. There is a reason to doubt Corporations and Government agenices, when they work hand in hand to help one another.
0/0	"Why do the protected need to be protected from the unprotected by forcing the unprotected to use the protection that didn't protect the protected in the first place?" - Unvaccinated 2021
0/-1	"YOU CAN NOT BUY OR SELL WITHOUT THE MARK OF THE BEAST" BOOK OF REVELATION.
0/0	"Yeah, so after being completely healthy all my life, one day I handled a poison dart frog. Several hours later I started suffering with swelling, nausea and paralysis". Interviewer "But how can you be sure the frog caused that?"
0/0	"You MUST get the experimental mRNA vaccine!" "The world will never go back to normal without it!" "You should lose your job if you don't get vaccinated!" "The unvaccinated shouldn't be allowed to leave their home!" Major red flags from the very beginning. Always trust your gut.
0/0	"You are not a patient, you are the entire Factory." you get what ı am saying
0/0	"You won't get sick" you sure about that? Lol the vaccine is a hoax
1/0	"You're downplaying the risks of vaccines." As opposed to downplaying the risks of measles, polio, smallpox, etc?
0/0	"Your Body, My choice" -Bill Gates, probably.
0/0	"Your alleged rights, end up being somebody's wrongs" ????? My right to my bodyly autonomy does not infringe on your rights to your body. If you get vaccinated then it doesn't matter to you if I don't, it doesn't matter to you even if I am sick with covid because you are "protected"!!! But , if I am young , healthy, not overweight individual who survived covid, there is more danger for me getting the vax then not!!!!!!!
1/-1	"Your children will be asked how many vaccines they got!" Um, yeah, we've been doing that for two or three generations already. It's called a medical record.
0/0	"and there isn't evidence of long term vaccine side effect", well maybe because they are hiding the evidence, but more and more people are having health issues after taking the shot
1/1	"and your okay with that" Crazy how so many of these antivaxxers are expert immunologists but don't know grade school grammar despite being in their 40s.
0/-1	"be scared, the future is dark"
1	"does no one else think this is a bad idea?" No, this is a great idea. This is the biggest medical breakthrough since the invention of vaccines themselves.
1/1	"don't worry, this will all be over when we have a vaccine"
1	"i did my own research" You mean, you googled it and found 68 results that contradicted your opinion and found ONE that validated it.
0/-1	"if anything happens to you after taking the vaccine, we are not reponsible: but if you don’t take it, you are irresponsible."
0/0	"it is pity that people are afraid to die or suffer in hospitals just like 1170 did " good job doc am i the only who think that getting the covid is a better solution ?
0/0	"it should still protect"...that's dubitative, not a certain.
1/1	"it's ok if you're scared, I'm scared too" Bitch, no one would be scared if y'all got vaccinated.
0/0	"it's perfectly normal for children to die for no reason"
0/0	"its for your own safety" nazis would say…
0/-1	"our vaccines don't really work but you should still get them"
1/1	"parents know their children best" As someone with parents they most certainly do not.
1/0	"provaccine"?? Lol, you misspelled "common sense"
0/0	"safe & effective" is a lie. CRIMES AGAINS HUMANITY. Stop the bioweapon now!
0/0	"safe and effective" what a joke. countless people died and they should be held responsible
1	"she's afraid of having a bad reaction after a flu shot last year left her with cold symptoms." Wait until she actually gets the flu or Covid. Those cold symptoms will seem like heaven.
1/-1	"the government is tracking you with them" while they're typing on Facebook
1/1	"the magic has started".. Corona hospital admissions and showing a steep decline after vaccination! Light at the end of the Tunnel at last..
1/1	"there are statistics that shows the unvaxxed being healthier than those who are vaxxed" - no there are not. this is the sort of misinformation that is invented and spread by snake oil salesmen trying to undermine medicine and science to drum up business for their worthless (but expensive) 'alternative' therapies, supplements, books and dvds. the risk of harm from vaccines is tiny compared to the risk of harm from the diseases they prevent.
1/1	"there's no actual evidence vaccines work" the guy who saved everyone with the polio vaccine: am I a joke to you
0/0	"they decided to get the shot" because you are giving them no choice. Imagine trying to survive in New York with little income.
0/0	"vaccinating against the coronavirus". No vaccine keeps you from getting covid and no vaccine cures you of it.
0/1	"vaccine"
0/-1	"we won't know how safe these vaccines are until we start giving them". that's some scientific stuff right there
0/0	"when you get your shot" LMAO Im not taking no vaccine, if they make it mandatory; oh wait they cant because thats a human rights violation
0/0	"with an abundance of caution" Right... an abundance of caution would have been not to vaccinate people with experimental ingredients.
0/0	"your first dose" one down, five more to go
0/0	#######Vaccinated?######## Do yourself a real favour and get a "D-Dimer" Test for Blood clots, it could save you #d-dimer #bloodclots #VaccineSideEffects https://t.co/NP1jiJ0EOQ.
1/1	#2 tomorrow. We'll see how it goes. I never been more excited to get a shot.
1/-1/-1	#AstraZeneca has sent Adar Poonawalla's Serum Institute of India (SII), its partner and producer of the #coronavirus vaccine #Covishield, a legal notice over vaccine supply delays.
0/0	#AstraZenecaKills #FuckAstraZeneca How can one protect himself against a LETHAL DISEASE, like #coronavirus #COVID19 , using a LETHAL DRUG LIKE #AstraZeneca ????
